Eye Movement,Emotion,Hand Gesture
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
No Face Detected,neutral,No Hand Detected
No Face Detected,neutral,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,neutral,No Hand Detected
No Face Detected,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,angry,No Hand Detected
Looking Up ⬆️,angry,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Right 👀,sad,No Hand Detected
No Face Detected,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Left 👀,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,Open Palm 🖐️
Looking Up ⬆️,fear,Open Palm 🖐️
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,Peace Sign ✌️
Looking Up ⬆️,fear,Pointing ☝️
Looking Up ⬆️,fear,Pointing ☝️
Looking Up ⬆️,neutral,Peace Sign ✌️
Looking Up ⬆️,neutral,Pointing ☝️
Looking Up ⬆️,fear,Pointing ☝️
Looking Up ⬆️,fear,Pointing ☝️
Looking Up ⬆️,fear,Pointing ☝️
Looking Up ⬆️,sad,Peace Sign ✌️
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,Open Palm 🖐️
Looking Up ⬆️,neutral,Open Palm 🖐️
Looking Up ⬆️,neutral,Open Palm 🖐️
Looking Up ⬆️,neutral,Open Palm 🖐️
Looking Up ⬆️,neutral,Open Palm 🖐️
Looking Up ⬆️,neutral,Open Palm 🖐️
Looking Up ⬆️,happy,Open Palm 🖐️
Looking Up ⬆️,happy,Open Palm 🖐️
Looking Up ⬆️,happy,Open Palm 🖐️
Looking Up ⬆️,happy,Open Palm 🖐️
Looking Up ⬆️,happy,Open Palm 🖐️
Looking Up ⬆️,happy,Open Palm 🖐️
Looking Up ⬆️,happy,Open Palm 🖐️
Looking Up ⬆️,happy,Open Palm 🖐️
Looking Up ⬆️,happy,Open Palm 🖐️
Looking Up ⬆️,happy,Open Palm 🖐️
Looking Up ⬆️,happy,Open Palm 🖐️
Looking Up ⬆️,neutral,Open Palm 🖐️
Looking Up ⬆️,neutral,Stop ✋
Looking Up ⬆️,neutral,Unknown Gesture
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,Pointing ☝️
Looking Up ⬆️,sad,Thumbs Up 👍
Looking Up ⬆️,sad,Thumbs Up 👍
Looking Up ⬆️,neutral,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
No Face Detected,fear,Thumbs Up 👍
No Face Detected,fear,Thumbs Up 👍
No Face Detected,fear,Thumbs Up 👍
No Face Detected,fear,Thumbs Up 👍
No Face Detected,fear,Thumbs Up 👍
No Face Detected,fear,Thumbs Up 👍
No Face Detected,fear,Thumbs Up 👍
No Face Detected,fear,Thumbs Up 👍
No Face Detected,fear,Thumbs Up 👍
No Face Detected,fear,Thumbs Up 👍
No Face Detected,fear,Thumbs Up 👍
No Face Detected,fear,Thumbs Up 👍
No Face Detected,fear,Thumbs Up 👍
No Face Detected,fear,Thumbs Up 👍
No Face Detected,fear,Thumbs Up 👍
No Face Detected,fear,Thumbs Up 👍
No Face Detected,fear,Thumbs Up 👍
No Face Detected,fear,Thumbs Up 👍
No Face Detected,fear,Thumbs Up 👍
No Face Detected,fear,Thumbs Up 👍
No Face Detected,fear,Thumbs Up 👍
No Face Detected,fear,Thumbs Up 👍
No Face Detected,fear,Thumbs Up 👍
No Face Detected,fear,Thumbs Up 👍
No Face Detected,fear,Thumbs Up 👍
No Face Detected,fear,Thumbs Up 👍
No Face Detected,fear,Thumbs Up 👍
No Face Detected,fear,Thumbs Up 👍
No Face Detected,fear,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
No Face Detected,fear,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
No Face Detected,neutral,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,sad,Thumbs Up 👍
Looking Up ⬆️,sad,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,sad,Thumbs Up 👍
Looking Up ⬆️,neutral,Thumbs Up 👍
Looking Up ⬆️,sad,Thumbs Up 👍
Looking Up ⬆️,sad,Thumbs Up 👍
Looking Up ⬆️,sad,Thumbs Up 👍
Looking Up ⬆️,neutral,Thumbs Up 👍
Looking Up ⬆️,neutral,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,fear,Pointing ☝️
Looking Up ⬆️,fear,Pointing ☝️
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,sad,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,neutral,Thumbs Up 👍
Looking Up ⬆️,neutral,Thumbs Up 👍
Looking Up ⬆️,neutral,Thumbs Up 👍
Looking Up ⬆️,neutral,Thumbs Up 👍
Looking Up ⬆️,neutral,Thumbs Up 👍
Looking Up ⬆️,neutral,Thumbs Up 👍
Looking Up ⬆️,neutral,Thumbs Up 👍
Looking Up ⬆️,neutral,Thumbs Up 👍
Looking Up ⬆️,neutral,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Right 👀,fear,Thumbs Up 👍
Looking Right 👀,neutral,Thumbs Up 👍
Looking Right 👀,neutral,Thumbs Up 👍
No Face Detected,neutral,Open Palm 🖐️
No Face Detected,neutral,Open Palm 🖐️
Looking Up ⬆️,fear,Open Palm 🖐️
Looking Up ⬆️,fear,Open Palm 🖐️
Looking Up ⬆️,fear,Open Palm 🖐️
Looking Up ⬆️,fear,Open Palm 🖐️
Looking Up ⬆️,neutral,Open Palm 🖐️
Looking Up ⬆️,fear,Open Palm 🖐️
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,Open Palm 🖐️
Looking Up ⬆️,neutral,Unknown Gesture
Looking Up ⬆️,neutral,Call Me 🤙
Looking Up ⬆️,neutral,Thumbs Up 👍
Looking Up ⬆️,neutral,Thumbs Up 👍
Looking Up ⬆️,neutral,Unknown Gesture
Looking Up ⬆️,neutral,Unknown Gesture
Looking Up ⬆️,neutral,Call Me 🤙
Looking Up ⬆️,neutral,Unknown Gesture
Looking Up ⬆️,neutral,Call Me 🤙
Looking Up ⬆️,neutral,Thumbs Up 👍
Looking Up ⬆️,neutral,Thumbs Up 👍
Looking Up ⬆️,neutral,Thumbs Up 👍
Looking Up ⬆️,neutral,Unknown Gesture
Looking Up ⬆️,neutral,Unknown Gesture
Looking Up ⬆️,neutral,Thumbs Up 👍
Looking Up ⬆️,neutral,Thumbs Up 👍
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,angry,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,Rock Sign 🤘
Looking Up ⬆️,fear,Rock Sign 🤘
Looking Up ⬆️,fear,Rock Sign 🤘
Looking Up ⬆️,fear,Rock Sign 🤘
Looking Up ⬆️,surprise,Rock Sign 🤘
Looking Up ⬆️,fear,Rock Sign 🤘
Looking Up ⬆️,fear,Rock Sign 🤘
Looking Up ⬆️,surprise,Rock Sign 🤘
Looking Up ⬆️,fear,Rock Sign 🤘
Looking Up ⬆️,neutral,Rock Sign 🤘
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,Unknown Gesture
Looking Up ⬆️,neutral,Unknown Gesture
Looking Up ⬆️,sad,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,happy,Thumbs Up 👍
Looking Up ⬆️,happy,Thumbs Up 👍
Looking Up ⬆️,sad,Thumbs Up 👍
Looking Up ⬆️,sad,Thumbs Up 👍
Looking Up ⬆️,happy,Thumbs Up 👍
Looking Up ⬆️,happy,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,neutral,Thumbs Up 👍
Looking Up ⬆️,neutral,Thumbs Up 👍
Looking Up ⬆️,neutral,Unknown Gesture
Looking Up ⬆️,neutral,Unknown Gesture
Looking Up ⬆️,neutral,Unknown Gesture
Looking Up ⬆️,neutral,Unknown Gesture
Looking Up ⬆️,neutral,Unknown Gesture
Looking Up ⬆️,neutral,Unknown Gesture
Looking Up ⬆️,neutral,Unknown Gesture
Looking Up ⬆️,angry,Stop ✋
Looking Up ⬆️,angry,Stop ✋
Looking Up ⬆️,fear,Stop ✋
Looking Up ⬆️,neutral,Stop ✋
Looking Up ⬆️,neutral,Stop ✋
Looking Up ⬆️,neutral,Stop ✋
Looking Up ⬆️,angry,Stop ✋
Looking Up ⬆️,neutral,Stop ✋
Looking Up ⬆️,neutral,Stop ✋
Looking Up ⬆️,neutral,Stop ✋
Looking Up ⬆️,neutral,Stop ✋
Looking Up ⬆️,neutral,Open Palm 🖐️
Looking Up ⬆️,neutral,Unknown Gesture
Looking Up ⬆️,neutral,Unknown Gesture
Looking Up ⬆️,neutral,Unknown Gesture
Looking Up ⬆️,neutral,Call Me 🤙
Looking Up ⬆️,neutral,Call Me 🤙
Looking Up ⬆️,neutral,Call Me 🤙
Looking Up ⬆️,neutral,Thumbs Up 👍
Looking Up ⬆️,neutral,Thumbs Up 👍
Looking Up ⬆️,neutral,Thumbs Up 👍
Looking Up ⬆️,neutral,Unknown Gesture
Looking Up ⬆️,neutral,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,neutral,Thumbs Up 👍
Looking Up ⬆️,fear,Stop ✋
Looking Up ⬆️,neutral,Unknown Gesture
Looking Up ⬆️,neutral,Unknown Gesture
Looking Up ⬆️,neutral,Unknown Gesture
Looking Up ⬆️,neutral,Unknown Gesture
Looking Up ⬆️,neutral,Unknown Gesture
Looking Up ⬆️,happy,Unknown Gesture
Looking Up ⬆️,angry,Unknown Gesture
Looking Up ⬆️,neutral,Thumbs Up 👍
Looking Up ⬆️,neutral,Unknown Gesture
Looking Up ⬆️,neutral,Unknown Gesture
Looking Up ⬆️,fear,Unknown Gesture
Looking Up ⬆️,neutral,Unknown Gesture
Looking Up ⬆️,fear,Unknown Gesture
Looking Up ⬆️,fear,Unknown Gesture
Looking Up ⬆️,neutral,Unknown Gesture
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,angry,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,Open Palm 🖐️
Looking Up ⬆️,fear,Open Palm 🖐️
Looking Up ⬆️,happy,Thumbs Up 👍
Looking Up ⬆️,happy,Thumbs Up 👍
Looking Up ⬆️,happy,Thumbs Up 👍
Looking Up ⬆️,happy,Thumbs Up 👍
Looking Up ⬆️,happy,Unknown Gesture
Looking Up ⬆️,neutral,No Hand Detected
Looking Left 👀,sad,No Hand Detected
Looking Left 👀,sad,No Hand Detected
Looking Left 👀,fear,No Hand Detected
Looking Left 👀,fear,No Hand Detected
Looking Left 👀,sad,No Hand Detected
Looking Left 👀,sad,No Hand Detected
Looking Left 👀,sad,No Hand Detected
Looking Left 👀,fear,No Hand Detected
Looking Left 👀,sad,No Hand Detected
Looking Left 👀,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
No Face Detected,happy,Unknown Gesture
Looking Right 👀,fear,Unknown Gesture
No Face Detected,fear,Unknown Gesture
No Face Detected,happy,Unknown Gesture
No Face Detected,sad,Unknown Gesture
No Face Detected,fear,Unknown Gesture
No Face Detected,fear,Unknown Gesture
No Face Detected,fear,Unknown Gesture
No Face Detected,fear,Unknown Gesture
No Face Detected,fear,Unknown Gesture
No Face Detected,neutral,Unknown Gesture
No Face Detected,neutral,Unknown Gesture
No Face Detected,sad,Unknown Gesture
No Face Detected,angry,Unknown Gesture
Looking Up ⬆️,fear,Unknown Gesture
Looking Up ⬆️,sad,Unknown Gesture
Looking Up ⬆️,fear,Unknown Gesture
Looking Up ⬆️,fear,Unknown Gesture
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,Thumbs Up 👍
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,neutral,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Center 👀,happy,No Hand Detected
Looking Center 👀,angry,No Hand Detected
Looking Center 👀,happy,No Hand Detected
Looking Center 👀,fear,No Hand Detected
Looking Center 👀,fear,No Hand Detected
Looking Center 👀,neutral,No Hand Detected
Looking Center 👀,neutral,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Center 👀,fear,No Hand Detected
Looking Center 👀,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Left 👀,fear,No Hand Detected
Looking Left 👀,fear,No Hand Detected
Looking Left 👀,fear,No Hand Detected
Looking Left 👀,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,Pointing ☝️
Looking Up ⬆️,neutral,Pointing ☝️
Looking Up ⬆️,neutral,Pointing ☝️
Looking Up ⬆️,neutral,Pointing ☝️
Looking Up ⬆️,neutral,Pointing ☝️
Looking Up ⬆️,surprise,Pointing ☝️
Looking Up ⬆️,surprise,Pointing ☝️
Looking Up ⬆️,neutral,Pointing ☝️
Looking Up ⬆️,neutral,Pointing ☝️
Looking Up ⬆️,neutral,Pointing ☝️
Looking Up ⬆️,fear,Pointing ☝️
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Left 👀,fear,No Hand Detected
Looking Left 👀,fear,No Hand Detected
Looking Left 👀,fear,No Hand Detected
Looking Left 👀,fear,No Hand Detected
Looking Left 👀,fear,No Hand Detected
Looking Left 👀,fear,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,neutral,Pointing ☝️
Looking Up ⬆️,angry,Pointing ☝️
Looking Up ⬆️,angry,Pointing ☝️
Looking Up ⬆️,angry,Pointing ☝️
Looking Up ⬆️,angry,Pointing ☝️
Looking Up ⬆️,angry,Pointing ☝️
Looking Up ⬆️,angry,Pointing ☝️
Looking Up ⬆️,angry,Pointing ☝️
Looking Up ⬆️,angry,Pointing ☝️
Looking Up ⬆️,angry,Pointing ☝️
Looking Up ⬆️,angry,Pointing ☝️
Looking Up ⬆️,angry,Pointing ☝️
Looking Up ⬆️,angry,Pointing ☝️
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
